Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
266,Gabon,2010,Tourism expenditure (millions of US dollars),,,89,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,1995,Tourist/visitor arrivals (thousands),TF,,45,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2005,Tourist/visitor arrivals (thousands),TF,,108,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2010,Tourist/visitor arrivals (thousands),TF,,91,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2015,Tourist/visitor arrivals (thousands),TF,,135,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2016,Tourist/visitor arrivals (thousands),TF,,161,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2017,Tourist/visitor arrivals (thousands),TF,,162,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2005,Tourism expenditure (millions of US dollars),,,59,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2010,Tourism expenditure (millions of US dollars),,,80,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2015,Tourism expenditure (millions of US dollars),,,121,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2016,Tourism expenditure (millions of US dollars),,,120,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2017,Tourism expenditure (millions of US dollars),,,116,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2010,Tourist/visitor arrivals (thousands),TF,,1067,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2015,Tourist/visitor arrivals (thousands),TF,,3012,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2016,Tourist/visitor arrivals (thousands),TF,,3297,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2017,Tourist/visitor arrivals (thousands),TF,,4069,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2005,Tourism expenditure (millions of US dollars),,,287,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2010,Tourism expenditure (millions of US dollars),,,737,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2015,Tourism expenditure (millions of US dollars),,,2049,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2016,Tourism expenditure (millions of US dollars),,,2315,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2017,Tourism expenditure (millions of US dollars),,,2971,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,1995,Tourist/visitor arrivals (thousands),TCE,,14847,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2005,Tourist/visitor arrivals (thousands),TCE,,21500,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2010,Tourist/visitor arrivals (thousands),TCE,,26875,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2015,Tourist/visitor arrivals (thousands),TCE,,34970,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2016,Tourist/visitor arrivals (thousands),TCE,,35555,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2017,Tourist/visitor arrivals (thousands),TCE,,37452,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,1995,Tourism expenditure (millions of US dollars),,,24052,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2005,Tourism expenditure (millions of US dollars),,,40531,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2010,Tourism expenditure (millions of US dollars),,,49126,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2015,Tourism expenditure (millions of US dollars),,,50652,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2016,Tourism expenditure (millions of US dollars),,,52175,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2017,Tourism expenditure (millions of US dollars),,,56173,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,1995,Tourist/visitor arrivals (thousands),TF,,286,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2005,Tourist/visitor arrivals (thousands),TF,,429,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2010,Tourist/visitor arrivals (thousands),TF,,931,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2015,Tourist/visitor arrivals (thousands),TF,,897,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,1995,Tourism expenditure (millions of US dollars),,,30,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2005,Tourism expenditure (millions of US dollars),,,867,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2010,Tourism expenditure (millions of US dollars),,,706,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2015,Tourism expenditure (millions of US dollars),,,911,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2016,Tourism expenditure (millions of US dollars),,,952,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2017,Tourism expenditure (millions of US dollars),,,919,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,1995,Tourist/visitor arrivals (thousands),TF,,10130,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2005,Tourist/visitor arrivals (thousands),TF,,14765,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2010,Tourist/visitor arrivals (thousands),TF,,15007,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2015,Tourist/visitor arrivals (thousands),TF,,23599,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2016,Tourist/visitor arrivals (thousands),TF,,24799,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2017,Tourist/visitor arrivals (thousands),TF,,27194,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,1995,Tourism expenditure (millions of US dollars),,,4182,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2005,Tourism expenditure (millions of US dollars),,,13453,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2010,Tourism expenditure (millions of US dollars),,,13858,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2015,Tourism expenditure (millions of US dollars),,,17260,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2016,Tourism expenditure (millions of US dollars),,,16533,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2017,Tourism expenditure (millions of US dollars),,,18820,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,1995,Tourist/visitor arrivals (thousands),TF,,108,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,2005,Tourist/visitor arrivals (thousands),TF,,99,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,2010,Tourist/visitor arrivals (thousands),TF,,110,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,2015,Tourist/visitor arrivals (thousands),TF,,155,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,2016,Tourist/visitor arrivals (thousands),TF,,156,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,2017,Tourist/visitor arrivals (thousands),TF,,168,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,1995,Tourism expenditure (millions of US dollars),,,76,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,2005,Tourism expenditure (millions of US dollars),,,71,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,2010,Tourism expenditure (millions of US dollars),,,112,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,2015,Tourism expenditure (millions of US dollars),,,422,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,2016,Tourism expenditure (millions of US dollars),,,437,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
308,Grenada,2017,Tourism expenditure (millions of US dollars),,,499,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
312,Guadeloupe,1995,Tourist/visitor arrivals (thousands),TF,,640,"Arrivals by air.;Excluding the north islands, Saint Barthélemy and Saint Martin (French part).;Non-resident tourists staying in all types of accommodation establishments.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
312,Guadeloupe,2005,Tourist/visitor arrivals (thousands),TF,,372,"Arrivals by air.;Excluding the north islands, Saint Barthélemy and Saint Martin (French part).","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
312,Guadeloupe,2010,Tourist/visitor arrivals (thousands),TF,,392,"Arrivals by air.;Excluding the north islands, Saint Barthélemy and Saint Martin (French part).","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
312,Guadeloupe,2015,Tourist/visitor arrivals (thousands),TF,,512,"Arrivals by air.;Excluding the north islands, Saint Barthélemy and Saint Martin (French part).","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
